cntr_01,dist_x,pang_x,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
95,0.410439,176.200260,2.1261235048E+02,3.2142181960E+01,675206300001598,212.6123594,32.1420682,675,6,3,zr,505,349,553,382,1.422400E+01,1.000000E-02,2.051064E-06,1.106279E+00,2.103427E-02,1.426836E+01,1.482773E-02,1.420254E+01,1.987164E-02,1.413665E+01
96,0.387660,-14.499096,2.1337401950E+02,2.1628212046E+01,580216400001155,213.3739905,21.6283163,580,16,4,zr,331,212,391,251,1.460900E+01,2.100000E-02,8.464297E-07,1.201935E+00,1.572934E-02,1.467913E+01,8.818626E-03,1.461145E+01,1.087787E-02,1.456948E+01
97,0.458198,-116.160127,2.1616216206E+02,9.2866019141E+00,529202100004593,216.1620463,9.2865458,529,2,1,zr,307,217,352,250,1.447400E+01,2.300000E-02,7.360849E-07,1.175165E+00,1.446070E-02,1.452617E+01,8.874893E-03,1.447984E+01,1.119666E-02,1.444703E+01
98,2.070509,-29.300394,2.1668412376E+02,5.0106623840E+01,758214400030998,216.6836849,50.1071254,758,14,4,zr,953,858,1037,936,1.318700E+01,3.000000E-02,1.148776E-06,3.324789E+00,4.177429E-02,1.328447E+01,2.744484E-02,1.318915E+01,1.223829E-02,1.298836E+01
99,0.277202,-29.359411,2.2548450576E+02,3.0383075789E+01,1674209300010067,225.4844620,30.3831429,1674,9,3,zr,29,18,30,19,1.469300E+01,2.200000E-02,7.253725E-07,1.182750E+00,1.501455E-02,1.472878E+01,8.945465E-03,1.468787E+01,1.121332E-02,1.466401E+01
100,0.407368,-55.007406,2.2786423380E+02,3.2071916307E+01,677206300002752,227.8641244,32.0719812,677,6,3,zr,725,584,791,637,1.432800E+01,1.900000E-02,7.939275E-07,9.092478E-01,1.767064E-02,1.435474E+01,9.183884E-03,1.431882E+01,1.497504E-02,1.424993E+01
101,0.224791,-35.152279,2.3242921227E+02,4.8606855146E+01,760211300016904,232.4291579,48.6069062,760,11,3,zr,937,762,1002,814,1.474400E+01,2.200000E-02,9.218359E-07,2.584223E+00,3.586388E-02,1.492182E+01,1.875401E-02,1.477264E+01,1.075940E-02,1.450668E+01
102,0.193301,3.094907,2.3246026857E+02,8.9296079836E+00,532204200007899,232.4602715,8.9296616,532,4,2,zr,363,275,401,307,1.455400E+01,2.600000E-02,4.525801E-07,1.214873E+00,1.795152E-02,1.464324E+01,1.013756E-02,1.455497E+01,1.237162E-02,1.451304E+01
103,0.040932,-15.579572,2.3337450897E+02,5.2113756048E+01,1796209400000877,233.3745040,52.1137670,1796,9,4,zr,35,23,35,23,1.429300E+01,2.100000E-02,7.506973E-07,1.007594E+00,1.905249E-02,1.433744E+01,7.760048E-03,1.428295E+01,1.141833E-02,1.425300E+01
104,0.236430,-126.957319,2.3352471163E+02,-2.4528665148E+00,429211300008510,233.5246591,-2.4529060,429,11,3,zr,298,159,340,198,1.420900E+01,1.300000E-02,8.313234E-07,1.136901E+00,1.385479E-02,1.428184E+01,6.863117E-03,1.421725E+01,8.949998E-03,1.417626E+01
105,0.085261,-19.455631,2.3397100004E+02,-1.4220116731E+01,327215400000876,233.9709919,-14.2200944,327,15,4,zr,234,104,266,135,1.382800E+01,1.200000E-02,1.597088E-07,2.144731E+00,2.514357E-02,1.387682E+01,1.711512E-02,1.382520E+01,1.183126E-02,1.373595E+01
106,0.073599,42.459611,2.3516267940E+02,3.9930189317E+01,721207100005504,235.1626974,39.9302044,721,7,1,zr,995,768,1055,819,1.349900E+01,1.600000E-02,8.398693E-07,9.674792E-01,1.274249E-02,1.357251E+01,7.893562E-03,1.350078E+01,1.209638E-02,1.345356E+01
107,0.184388,-22.575467,2.3652226060E+02,3.7857699206E+01,721202100006091,236.5222357,37.8577465,721,2,1,zr,551,529,594,568,1.465500E+01,2.000000E-02,9.828855E-07,1.236705E+00,1.650996E-02,1.471911E+01,9.211540E-03,1.464060E+01,1.104308E-02,1.458625E+01
108,1.031683,175.861436,2.4034717327E+02,3.6807100831E+01,722204300018270,240.3471991,36.8068150,722,4,3,zr,756,652,806,698,1.450000E+01,3.000000E-02,3.782641E-06,2.021918E+00,3.101051E-02,1.459564E+01,1.650715E-02,1.452364E+01,1.210410E-02,1.416284E+01
109,0.217837,-16.813958,2.4038024336E+02,4.6741809767E+00,481210300016459,240.3802258,4.6742389,481,10,3,zr,437,229,469,261,1.475000E+01,1.400000E-02,4.407846E-07,2.171809E+00,2.131569E-02,1.479428E+01,1.455784E-02,1.471325E+01,9.938007E-03,1.467101E+01
110,0.163450,0.346240,2.4067479538E+02,5.7971156198E+01,795216200005265,240.6747959,57.9712016,795,16,2,zr,1047,804,1132,867,1.398500E+01,2.200000E-02,6.709394E-07,9.710836E-01,1.103170E-02,1.405254E+01,7.100105E-03,1.399872E+01,1.084007E-02,1.396027E+01
111,0.478400,-37.866111,2.4209168633E+02,4.2095905991E+01,722211200002949,242.0915764,42.0960109,722,11,2,zr,1110,810,1171,858,1.399000E+01,1.600000E-02,8.874345E-07,8.518308E-01,1.143127E-02,1.404295E+01,6.239414E-03,1.400184E+01,1.085962E-02,1.395398E+01
112,1.926307,-31.602322,2.4710143736E+02,3.6774387265E+01,680216200002342,247.1010873,36.7748430,680,16,2,zr,567,567,600,600,1.386700E+01,1.300000E-02,1.981393E-06,1.068018E+00,1.246871E-02,1.396642E+01,7.501602E-03,1.387931E+01,1.041356E-02,1.384119E+01
113,0.047541,-168.250421,2.4841382039E+02,3.9514562329E+01,723208300000148,248.4138169,39.5145494,723,8,3,zr,653,442,712,481,1.469700E+01,2.100000E-02,1.064235E-06,1.104923E+00,1.491966E-02,1.476834E+01,8.889198E-03,1.472188E+01,1.192764E-02,1.467815E+01
114,2.737916,18.145037,2.4854986257E+02,7.5983312890E+01,864207100034116,248.5508405,75.9840356,864,7,1,zr,3,3,4,4,1.649700E+01,2.180000E-01,1.761257E-06,0.000000E+00,1.795936E-01,1.845554E+01,0.000000E+00,1.818530E+01,3.041288E-02,1.811551E+01
115,0.313353,67.633268,2.4867472885E+02,1.7609323877E+01,584205400004057,248.6748133,17.6093570,584,5,4,zr,460,286,499,316,1.323700E+01,1.700000E-02,7.534946E-07,1.005943E+00,1.232946E-02,1.330206E+01,7.757664E-03,1.324778E+01,1.143356E-02,1.321488E+01
116,null,null,2.4893361030E+02,-5.8876239485E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
117,null,null,2.4893337286E+02,-5.8872372659E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
118,0.198810,-18.725916,2.4926491603E+02,5.9848314984E+00,482209200005252,249.2648982,5.9848838,482,9,2,zr,412,225,463,274,1.409800E+01,1.600000E-02,3.421663E-07,1.126915E+00,1.379937E-02,1.415610E+01,8.671284E-03,1.410653E+01,1.140818E-02,1.406901E+01
119,0.403771,-64.369784,2.5182579807E+02,3.2475908285E+01,680206200007866,251.8256782,32.4759568,680,6,2,zr,1011,747,1073,795,1.383600E+01,1.100000E-02,1.131276E-06,2.042920E+00,3.526827E-02,1.393597E+01,2.192783E-02,1.384234E+01,1.591360E-02,1.364424E+01
120,1.153712,176.177584,2.5429120145E+02,2.1444299763E+01,585214400032352,254.2912244,21.4439800,585,14,4,zr,225,193,237,204,1.415500E+01,2.100000E-02,2.995296E-06,8.450624E-01,1.288790E-02,1.421348E+01,6.607056E-03,1.416789E+01,1.159159E-02,1.413173E+01
121,0.125650,-170.252375,2.5637698594E+02,4.8053122599E+01,1799204400003791,256.3769771,48.0530882,1799,4,4,zr,51,51,56,56,1.446300E+01,2.100000E-02,4.269322E-07,1.089364E+00,1.295703E-02,1.449391E+01,9.150505E-03,1.447336E+01,1.245363E-02,1.442863E+01
122,0.649632,-170.867338,2.5827467307E+02,6.9522226866E+01,847209400004836,258.2745912,69.5220487,847,9,4,zr,763,648,821,698,1.351200E+01,1.700000E-02,2.885056E-06,7.989464E-01,1.236232E-02,1.356850E+01,7.759094E-03,1.352033E+01,1.439850E-02,1.347978E+01
123,0.312363,129.049151,2.5889581015E+02,3.3217117062E+01,681207100000638,258.8958907,33.2170624,681,7,1,zr,1030,749,1095,800,1.473300E+01,1.500000E-02,1.072374E-06,1.614198E+00,1.869101E-02,1.479627E+01,1.080227E-02,1.470359E+01,9.921611E-03,1.464674E+01
124,0.205384,0.800655,2.5928684778E+02,6.7953396154E+01,1856215300005678,259.2868499,67.9534532,1856,15,3,zr,45,26,46,27,1.352700E+01,1.900000E-02,9.571239E-07,1.063053E+00,1.947849E-01,1.455571E+01,8.611679E-03,1.351110E+01,1.201039E-02,1.347421E+01
125,0.076013,-129.271506,2.6187885095E+02,9.0141502656E+00,536204100016715,261.8788344,9.0141369,536,4,1,zr,665,488,710,528,1.474400E+01,1.400000E-02,3.477966E-07,1.081885E+00,1.484492E-02,1.481169E+01,8.596420E-03,1.474337E+01,1.178041E-02,1.467359E+01
126,0.056099,37.870698,2.6455180290E+02,2.6569013699E+01,1679201400004601,264.5518136,26.5690260,1679,1,4,zr,50,32,50,32,1.477600E+01,1.600000E-02,9.876626E-07,9.412749E-01,1.824554E-02,1.488586E+01,6.429672E-03,1.478027E+01,1.012736E-02,1.476109E+01
127,0.465408,-0.187852,2.7590421766E+02,4.1067866921E+01,1764202300003507,275.9042171,41.0679962,1764,2,3,zr,57,55,60,58,1.448900E+01,1.600000E-02,1.118334E-06,8.475041E-01,1.207070E-02,1.455422E+01,5.461693E-03,1.449485E+01,9.554533E-03,1.446979E+01
128,0.112412,-69.141599,2.8813102273E+02,-3.5256554181E+00,437208200050103,288.1309935,-3.5256443,437,8,2,zr,703,551,762,596,1.430100E+01,1.900000E-02,4.780431E-07,1.168952E+00,2.149597E-02,1.437034E+01,1.347256E-02,1.427664E+01,1.708746E-02,1.421612E+01
129,0.489477,167.320079,2.8974443825E+02,3.8721514550E+01,727205300051285,289.7444765,38.7213819,727,5,3,zr,780,771,809,800,1.452100E+01,2.200000E-02,2.429728E-06,1.267488E+00,1.296827E-02,1.450797E+01,8.662224E-03,1.447072E+01,1.013234E-02,1.442401E+01
130,0.059766,-89.403577,2.9041825636E+02,1.4677830427E+01,540215200036101,290.4182392,14.6778306,540,15,2,zr,841,760,920,826,1.319400E+01,2.100000E-02,5.966004E-07,1.358884E+00,1.725396E-02,1.328935E+01,1.067257E-02,1.323357E+01,1.164422E-02,1.315066E+01
131,0.090143,-9.902153,2.9400473645E+02,1.4509403633E+01,1587208200043318,294.0047320,14.5094283,1587,8,2,zr,45,16,54,19,1.422500E+01,1.700000E-02,3.364557E-07,9.019916E-01,2.066902E-02,1.425713E+01,9.727478E-03,1.420432E+01,1.598902E-02,1.414771E+01
132,1.964681,-145.662443,2.9911983049E+02,-1.0455473630E+00,438210200007674,299.1195226,-1.0459980,438,10,2,zr,405,405,438,438,1.364800E+01,1.800000E-02,2.379741E-06,2.391337E+00,2.458122E-02,1.373032E+01,1.616764E-02,1.364757E+01,1.002374E-02,1.358945E+01
133,0.029539,139.246653,3.0087073978E+02,8.6463793157E+00,1536210300024568,300.8707452,8.6463731,1536,10,3,zr,39,1,41,3,1.480800E+01,1.900000E-02,2.374012E-07,1.972220E+01,1.851745E-01,1.503999E+01,1.246185E-01,1.489288E+01,9.368096E-03,1.452932E+01
134,0.612029,-18.509867,3.1973378229E+02,5.4212315287E+01,802208100027902,319.7336900,54.2124765,802,8,1,zr,489,351,812,669,1.260200E+01,1.200000E-02,4.344770E-07,1.657715E+00,4.321450E-02,1.322456E+01,1.195431E-02,1.259835E+01,1.069150E-02,1.239660E+01
135,0.687673,168.138640,3.2174110737E+02,7.3644344742E+01,867203400000282,321.7412468,73.6441578,867,3,4,zr,270,260,303,292,1.307700E+01,1.200000E-02,5.065737E-07,1.393865E+00,1.684372E-02,1.315212E+01,1.072025E-02,1.309962E+01,1.140271E-02,1.302546E+01
136,0.036232,34.211686,3.2287110038E+02,1.9865801077E+01,1640203200024686,322.8711064,19.8658094,1640,3,2,zr,61,61,67,67,1.346000E+01,2.000000E-02,4.552096E-07,9.835771E-01,1.419517E-02,1.350025E+01,7.372856E-03,1.346628E+01,1.111351E-02,1.341925E+01
137,0.110670,66.960487,3.2386766263E+02,4.9060870669E+01,1805202200015691,323.8677058,49.0608827,1805,2,2,zr,85,85,90,90,1.388700E+01,2.100000E-02,1.736092E-07,8.847250E-01,1.098275E-02,1.393059E+01,6.247520E-03,1.389487E+01,1.046944E-02,1.386564E+01
138,1.515865,-160.567820,3.2566979005E+02,2.0996591688E+01,595214300014109,325.6696400,20.9961946,595,14,3,zr,225,225,248,248,1.327100E+01,1.200000E-02,2.489411E-06,1.446406E+00,1.393821E-02,1.330819E+01,1.027679E-02,1.326808E+01,1.053396E-02,1.321823E+01
139,5.833921,-175.159267,3.2779574915E+02,2.8863737953E+01,644216400045234,327.7955930,28.8621232,644,16,4,zr,2,2,2,2,1.632700E+01,2.280000E-01,3.594840E-06,0.000000E+00,2.190618E-01,1.514868E+01,0.000000E+00,1.499378E+01,1.074046E-02,1.483888E+01
140,0.663742,179.237814,3.2810581385E+02,2.3874354564E+00,494204100001832,328.1058163,2.3872511,494,4,1,zr,320,198,380,244,1.299400E+01,1.500000E-02,1.345522E-06,1.185898E+00,1.754329E-02,1.304283E+01,9.343147E-03,1.299372E+01,1.168073E-02,1.285948E+01
141,0.520433,-179.008259,3.2852692140E+02,-1.2871406570E+00,442209200004813,328.5269189,-1.2872852,442,9,2,zr,343,172,388,202,1.456700E+01,1.700000E-02,1.233738E-06,1.022833E+00,1.493316E-02,1.464556E+01,7.438660E-03,1.456681E+01,1.078236E-02,1.450200E+01
142,0.093731,-50.598860,3.3019244688E+02,2.1868320973E+01,596216100010788,330.1924252,21.8683375,596,16,1,zr,622,321,675,356,1.453500E+01,2.400000E-02,3.381209E-07,1.356072E+00,1.526727E-02,1.461590E+01,9.315014E-03,1.453840E+01,1.018415E-02,1.449127E+01
143,0.098250,6.295761,3.3181875770E+02,3.7055088729E+00,1488214300001123,331.8187607,3.7055360,1488,14,3,zr,48,6,53,8,1.447400E+01,1.900000E-02,2.672811E-07,1.117863E+00,1.142067E-02,1.450043E+01,8.008480E-03,1.447351E+01,1.062149E-02,1.444759E+01
144,0.263772,-106.623097,3.3901293301E+02,1.2304896073E-01,444215300000933,339.0128628,0.1230280,444,15,3,zr,265,166,291,185,1.419000E+01,1.400000E-02,9.024201E-07,1.090903E+00,1.555249E-02,1.434265E+01,8.137703E-03,1.419368E+01,1.105960E-02,1.416230E+01
145,0.181712,-29.321503,3.3959472531E+02,3.1571814391E+01,691205300010589,339.5946963,31.5718584,691,5,3,zr,760,669,831,726,1.458600E+01,1.200000E-02,5.536000E-07,1.377118E+00,1.680464E-02,1.466110E+01,9.937286E-03,1.459451E+01,1.069844E-02,1.452167E+01
146,0.044158,-76.729526,3.4071849615E+02,1.8725452843E+00,1489209400000011,340.7184842,1.8725481,1489,9,4,zr,51,15,52,15,1.469300E+01,2.100000E-02,4.093079E-07,1.080273E+00,1.782323E-02,1.473004E+01,8.969307E-03,1.468334E+01,1.230975E-02,1.464640E+01
147,0.376750,84.714746,3.4809069572E+02,1.0784429460E+01,1543215400012813,348.0908018,10.7844391,1543,15,4,zr,54,52,56,54,1.337300E+01,1.700000E-02,7.212632E-07,8.828024E-01,1.114977E-02,1.341637E+01,5.637646E-03,1.337531E+01,9.468000E-03,1.333734E+01
148,0.111936,-20.806527,3.4936200915E+02,7.8680474344E+00,1543206100001986,349.3619980,7.8680765,1543,6,1,zr,54,52,56,54,1.395400E+01,1.800000E-02,2.823541E-07,1.206678E+00,1.565886E-02,1.399008E+01,9.279728E-03,1.396266E+01,1.140166E-02,1.391256E+01
149,0.309772,77.523303,3.5099490865E+02,1.6740534100E+00,1491211400002248,350.9949927,1.6740720,1491,11,4,zr,47,21,50,22,1.455200E+01,1.600000E-02,3.851989E-07,8.258679E-01,8.801690E-03,1.456893E+01,5.231857E-03,1.455192E+01,9.392243E-03,1.453249E+01
150,1.140572,-123.398394,3.5219670802E+02,5.2472130990E+00,1544204300000008,352.1964424,5.2470387,1544,4,3,zr,61,61,64,64,1.317100E+01,2.200000E-02,2.601995E-06,2.920991E+00,3.825174E-02,1.324651E+01,2.007580E-02,1.318037E+01,1.018982E-02,1.303443E+01
151,0.029996,35.443209,3.5471155852E+02,-7.6889798881E+00,394213400006919,354.7115634,-7.6889731,394,13,4,zr,175,153,198,173,1.342800E+01,1.500000E-02,4.997335E-07,1.132956E+00,1.717808E-02,1.347332E+01,1.103401E-02,1.340198E+01,1.443925E-02,1.335086E+01
152,0.051196,-90.600098,3.5501967804E+02,7.2858162489E+00,498216300000973,355.0196637,7.2858161,498,16,3,zr,313,263,351,293,1.364600E+01,1.500000E-02,3.792787E-07,1.019368E+00,1.389710E-02,1.367689E+01,8.687019E-03,1.362178E+01,1.263466E-02,1.357936E+01
153,0.132292,-81.786830,3.5582308037E+02,4.2929203250E+01,735214300035243,355.8230307,42.9292085,735,14,3,zr,678,550,743,602,1.324600E+01,2.400000E-02,2.873417E-07,1.851566E+00,2.667953E-02,1.328843E+01,1.444292E-02,1.323262E+01,1.156485E-02,1.309913E+01
154,0.552136,-94.237959,3.5596020005E+02,3.2546047334E+01,693205200008014,355.9600186,32.5460360,693,5,2,zr,383,343,441,396,1.313000E+01,1.800000E-02,1.112490E-06,1.529460E+00,1.681249E-02,1.320042E+01,1.100540E-02,1.312825E+01,1.066822E-02,1.305671E+01
155,null,null,5.4842421950E-01,-4.3168439618E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
156,0.593896,48.821958,1.2813158032E+00,7.3219815783E+01,854204300004042,1.2817459,73.2199244,854,4,3,zr,297,289,332,324,1.448800E+01,2.100000E-02,6.275120E-07,8.860576E-01,1.381820E-02,1.456051E+01,6.814003E-03,1.447973E+01,1.140156E-02,1.443771E+01
157,1.664963,-139.509927,3.0582193135E+00,5.0419974933E+01,736214300004805,3.0577480,50.4196232,736,14,3,zr,607,522,641,556,1.426300E+01,1.400000E-02,1.182436E-06,9.387692E-01,1.064435E-01,1.431479E+01,7.001877E-03,1.424790E+01,1.105808E-02,1.164028E+01
158,null,null,9.0951974534E+00,-5.9923768762E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
159,1.090187,99.279044,1.0344344104E+01,5.5835341730E+01,1809202100025251,10.3448763,55.8352929,1809,2,1,zr,84,84,89,89,1.414100E+01,1.700000E-02,7.655275E-07,1.022301E+00,1.991760E-02,1.425676E+01,7.769108E-03,1.414823E+01,1.126721E-02,1.409827E+01
160,null,null,1.2516209727E+01,-5.2137506841E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
161,null,null,1.3322452535E+01,-3.2998911921E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
162,0.234174,-160.664652,1.3418823129E+01,3.6021181679E+01,650216400001911,13.4187965,36.0211203,650,16,4,zr,475,369,521,408,1.464600E+01,1.900000E-02,1.911409E-07,1.020541E+00,1.201218E-02,1.473109E+01,7.257462E-03,1.465962E+01,1.054335E-02,1.461023E+01
163,null,null,2.2059033580E+01,-5.3003051048E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
164,1.150809,98.716689,2.4058820628E+01,-1.1342915255E+01,348208400004957,24.0591429,-11.3429637,348,8,4,zr,212,183,229,198,1.433200E+01,1.700000E-02,5.047756E-07,9.705322E-01,1.451162E-02,1.440093E+01,8.286476E-03,1.434505E+01,1.265855E-02,1.428908E+01
165,0.529434,-50.459802,2.5365225635E+01,8.3583385577E+01,869206200000173,25.3642108,83.5834792,869,6,2,zr,175,173,207,205,1.336600E+01,1.700000E-02,5.956630E-07,1.192512E+00,1.755805E-02,1.344759E+01,1.134300E-02,1.337047E+01,1.410228E-02,1.330924E+01
166,null,null,2.5713310282E+01,-3.8984874022E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
167,null,null,2.5750303970E+01,-6.7312958158E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
168,0.340729,81.425097,2.7794478893E+01,6.7658680388E+01,834206300022576,27.7947251,67.6586945,834,6,3,zr,440,297,474,327,1.472700E+01,1.800000E-02,3.167203E-07,9.409565E-01,1.906790E-02,1.479344E+01,1.086664E-02,1.471104E+01,1.712181E-02,1.465339E+01
169,0.435037,0.985385,2.8012371953E+01,4.7002389874E+01,739208200010518,28.0123750,47.0025107,739,8,2,zr,384,356,468,438,1.270200E+01,1.400000E-02,1.905268E-07,1.163754E+00,1.549480E-02,1.276577E+01,9.510040E-03,1.270501E+01,1.211561E-02,1.264708E+01
170,2.960092,114.052583,3.2842803475E+01,3.9920419532E+01,697205100007232,32.8437825,39.9200844,697,5,1,zr,160,160,168,168,1.443400E+01,2.800000E-02,8.988406E-07,7.574587E-01,1.149438E-02,1.448191E+01,6.369591E-03,1.443151E+01,1.246742E-02,1.439968E+01
171,0.111460,57.112340,3.3020586692E+01,8.7806880883E+00,504204300000510,33.0206130,8.7807049,504,4,3,zr,132,129,148,143,1.428300E+01,2.400000E-02,1.809500E-07,1.432443E+00,2.210391E-02,1.436236E+01,1.139116E-02,1.427545E+01,1.179002E-02,1.423046E+01
172,0.114470,-69.365566,3.3993254268E+01,3.8772102395E+01,698208400011251,33.9932161,38.7721136,698,8,4,zr,493,447,553,504,1.442100E+01,1.900000E-02,8.585491E-08,1.209795E+00,1.538270E-02,1.450054E+01,8.652687E-03,1.441720E+01,1.060384E-02,1.437021E+01
173,0.400886,88.282985,3.4391094408E+01,5.7113047764E+01,775213400019073,34.3912994,57.1130511,775,13,4,zr,605,585,654,633,1.391700E+01,1.500000E-02,4.086757E-07,9.255697E-01,1.384124E-02,1.402804E+01,8.001328E-03,1.390365E+01,1.281672E-02,1.386061E+01
174,null,null,3.7112979509E+01,-3.2710355659E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
175,0.509438,90.383847,3.8879562374E+01,5.7256659448E+01,776214300021081,38.8798240,57.2566585,776,14,3,zr,457,451,514,508,1.399400E+01,1.700000E-02,2.455672E-07,1.075584E+00,1.255261E-02,1.401047E+01,7.729530E-03,1.397093E+01,1.065449E-02,1.391889E+01
176,0.546957,126.356012,3.9082813217E+01,5.2736042466E+01,776202200005521,39.0830153,52.7359524,776,2,2,zr,504,471,719,684,1.408000E+01,1.300000E-02,5.785411E-07,8.853520E-01,1.082323E-02,1.412311E+01,6.338120E-03,1.409223E+01,1.061374E-02,1.403803E+01
177,null,null,4.4080411070E+01,-7.0370180231E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
178,null,null,4.7450855975E+01,-5.6396761764E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
179,null,null,4.7629731523E+01,-6.8601397936E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
180,null,null,4.8108882713E+01,-6.4736530357E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
181,null,null,4.9326169075E+01,-8.5542123961E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
182,0.402568,167.610897,4.9928420416E+01,3.4705774520E+01,654209200005472,49.9284496,34.7056653,654,9,2,zr,383,300,435,345,1.443600E+01,1.500000E-02,5.836187E-08,1.043337E+00,1.714710E-02,1.464071E+01,8.375168E-03,1.444197E+01,1.190126E-02,1.439189E+01
183,2.283007,61.298923,5.2206935841E+01,-2.7315022254E+01,252203400001215,52.2075619,-27.3147177,252,3,4,zr,53,53,68,67,1.365800E+01,1.200000E-02,1.146770E-06,9.824695E-01,1.541046E-02,1.370290E+01,9.620667E-03,1.366162E+01,1.451811E-02,1.363060E+01
184,0.588279,113.596539,5.6300253869E+01,1.9673400412E+01,558212300001775,56.3004129,19.6733350,558,12,3,zr,620,561,674,614,1.436000E+01,1.400000E-02,3.802297E-07,8.962941E-01,1.147391E-02,1.442412E+01,6.546497E-03,1.436332E+01,1.082885E-02,1.432472E+01
